No,Kode Paket,Kode Provinsi,Kode Kabupaten,Sumber Dana,Kategori,Tahun Anggaran,Evaluasi,Penilaian
6203,895023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pekerjaan Konstruksi,2012,13,Buruk
6204,895168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6205,896023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,10,Baik
6206,896024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,9,Baik
6207,896168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6208,897023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,13,Buruk
6209,897168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6210,898024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6211,898168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6212,899024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6213,899168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6214,900168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6215,901023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,15,Sangat Buruk
6216,901024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6217,901168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6218,902024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6219,902168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6220,903168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6221,904024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6222,905024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6223,905168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6224,906023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6225,906168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6226,907024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6227,907168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6228,908023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6229,908168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
6230,909023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6231,909168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,14,Buruk
6232,910023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
6233,910168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Jasa Lainnya,2012,16,Sangat Buruk
6234,911023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
6235,911168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6236,912024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
6237,912168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6238,913168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6239,914023,Kalimantan Selatan,Banjar Baru (Kota),BLU,Pengadaan Barang,2012,11,Buruk
6240,914024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6241,914168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pekerjaan Konstruksi,2012,13,Buruk
6242,915023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
6243,915024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6244,915168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6245,916023,Kalimantan Selatan,Banjar Baru (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6246,916024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pekerjaan Konstruksi,2012,11,Buruk
6247,916168,Sumatera Selatan,Musi Banyu Asin (Kab.),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6248,917024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6249,918024,Kalimantan Selatan,Banjarmasin (Kota),APBD,Pengadaan Barang,2012,15,Sangat Buruk
6250,919023,Kalimantan Selatan,Banjar Baru (Kota),APBD,Pengadaan Barang,2012,13,Buruk
6251,919024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
6252,922024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6253,924024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6254,927024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,11,Buruk
6255,929103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6256,930103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6257,931024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,20,Sangat Buruk
6258,931103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6259,932103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6260,933024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Konsultansi,2012,16,Sangat Buruk
6261,934103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6262,935024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,20,Sangat Buruk
6263,935103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6264,936103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6265,940103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6266,941103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6267,942103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6268,943024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6269,944024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,20,Sangat Buruk
6270,944103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,8,Baik
6271,945024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,20,Sangat Buruk
6272,945103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6273,947024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6274,947103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,11,Buruk
6275,948103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6276,950103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6277,951103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,15,Sangat Buruk
6278,953103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,16,Sangat Buruk
6279,954024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6280,954103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,14,Buruk
6281,955024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6282,956024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6283,956103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6284,957024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6285,958024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6286,958103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6287,959103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6288,960024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6289,961024,Kalimantan Selatan,Banjarmasin (Kota),APBN,Jasa Lainnya,2012,16,Sangat Buruk
6290,961103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6291,962103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6292,963103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6293,965103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6294,966103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6295,967103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,11,Buruk
6296,969103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,18,Sangat Buruk
6297,970103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6298,971103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6299,972103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6300,973103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6301,974103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
6302,977103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,11,Buruk
6303,981103,Sumatera Selatan,Palembang (Kota),APBD,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6304,982103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6305,983103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6306,984103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
6307,985103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6308,988103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,17,Sangat Buruk
6309,989103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6310,990103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,19,Sangat Buruk
6311,991103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6312,992103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,13,Buruk
6313,996103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6314,997103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,13,Buruk
6315,998103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6316,999103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,18,Sangat Buruk
6317,1000103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6318,1001103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,19,Sangat Buruk
6319,1002103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6320,1007103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6321,1008103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6322,1009103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,19,Sangat Buruk
6323,1010103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,9,Baik
6324,1012026,Kepulauan Riau,Batam (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6325,1012103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6326,1013103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6327,1014103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6328,1014153,Sumatera Selatan,Banyuasin (Kab.),APBD,Pekerjaan Konstruksi,2012,8,Baik
6329,1015103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6330,1016103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6331,1017103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6332,1020103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6333,1021103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,13,Buruk
6334,1022103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6335,1024103,Sumatera Selatan,Palembang (Kota),APBN,Jasa Lainnya,2012,14,Buruk
6336,1025103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6337,1026103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,19,Sangat Buruk
6338,1027103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,19,Sangat Buruk
6339,1028103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
6340,1029103,Sumatera Selatan,Palembang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6341,1029153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
6342,1030103,Sumatera Selatan,Palembang (Kota),Gabungan APBN dan APBD,Pengadaan Barang,2012,14,Buruk
6343,1030153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,5,Baik
6344,1031103,Sumatera Selatan,Palembang (Kota),Gabungan APBN dan APBD,Pengadaan Barang,2012,16,Sangat Buruk
6345,1031153,Sumatera Selatan,Banyuasin (Kab.),APBD,Pengadaan Barang,2012,6,Baik
6346,1032103,Sumatera Selatan,Palembang (Kota),Gabungan APBN dan APBD,Pengadaan Barang,2012,12,Buruk
6347,1032153,Sumatera Selatan,Banyuasin (Kab.),APBD,Pengadaan Barang,2012,11,Buruk
6348,1033103,Sumatera Selatan,Palembang (Kota),Gabungan APBN dan APBD,Pengadaan Barang,2012,14,Buruk
6349,1034103,Sumatera Selatan,Palembang (Kota),Gabungan APBN dan APBD,Pengadaan Barang,2012,16,Sangat Buruk
6350,1034153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,11,Buruk
6351,1035103,Sumatera Selatan,Palembang (Kota),APBD,Pengadaan Barang,2012,19,Sangat Buruk
6352,1035153,Sumatera Selatan,Banyuasin (Kab.),APBN,Pengadaan Barang,2012,6,Baik
6353,1036153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,10,Baik
6354,1037103,Sumatera Selatan,Palembang (Kota),APBN,Pekerjaan Konstruksi,2012,20,Sangat Buruk
6355,1037153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,8,Baik
6356,1038153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,8,Baik
6357,1040153,Sumatera Selatan,Banyuasin (Kab.),APBD,Jasa Konsultansi,2012,11,Buruk
6358,1042153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,14,Buruk
6359,1043153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,11,Buruk
6360,1044153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,11,Buruk
6361,1047153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,10,Baik
6362,1048153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,9,Baik
6363,1053153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,8,Baik
6364,1054153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,11,Buruk
6365,1056153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,7,Baik
6366,1058153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,8,Baik
6367,1059153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,8,Baik
6368,1060153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,5,Baik
6369,1061153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,11,Buruk
6370,1062153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,8,Baik
6371,1063153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,6,Baik
6372,1064153,Sumatera Selatan,Banyuasin (Kab.),APBD,Pengadaan Barang,2012,14,Buruk
6373,1065153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,7,Baik
6374,1067153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,16,Sangat Buruk
6375,1068153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Jasa Konsultansi,2012,10,Baik
6376,1071153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,9,Baik
6377,1072153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,11,Buruk
6378,1075153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,8,Baik
6379,1076153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,10,Baik
6380,1077153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,13,Buruk
6381,1081153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pengadaan Barang,2012,7,Baik
6382,1082153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,5,Baik
6383,1085153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,8,Baik
6384,1087153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,10,Baik
6385,1091153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,13,Buruk
6386,1092153,Sumatera Selatan,Banyuasin (Kab.),APBN,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6387,1093153,Sumatera Selatan,Banyuasin (Kab.),APBN,Jasa Konsultansi,2012,10,Baik
6388,1094153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,14,Buruk
6389,1097153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,7,Baik
6390,1100153,Sumatera Selatan,Banyuasin (Kab.),Gabungan APBN dan APBD,Pekerjaan Konstruksi,2012,14,Buruk
6391,1248022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,18,Sangat Buruk
6392,1253022,Kepulauan Riau,Tanjung Pinang (Kota),APBD,Pengadaan Barang,2012,16,Sangat Buruk
6393,1254022,Kepulauan Riau,Tanjung Pinang (Kota),APBD,Jasa Konsultansi,2012,16,Sangat Buruk
6394,1255022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pekerjaan Konstruksi,2012,15,Sangat Buruk
6395,1256022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6396,1257022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pekerjaan Konstruksi,2012,14,Buruk
6397,1258022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pekerjaan Konstruksi,2012,12,Buruk
6398,1259022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Lainnya,2012,12,Buruk
6399,1266022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6400,1273022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6401,1276022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6402,1277022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,13,Buruk
6403,1278022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6404,1279022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6405,1280022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6406,1284022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6407,1294022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6408,1295022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6409,1296022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6410,1299022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6411,1300022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,8,Baik
6412,1301022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,6,Baik
6413,1302022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,12,Buruk
6414,1303022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6415,1304022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,10,Baik
6416,1306022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6417,1307022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,9,Baik
6418,1308022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,11,Buruk
6419,1309022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,9,Baik
6420,1310022,Kepulauan Riau,Tanjung Pinang (Kota),APBD,Pekerjaan Konstruksi,2012,16,Sangat Buruk
6421,1311022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Lainnya,2012,12,Buruk
6422,1312022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6423,1313022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6424,1314022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6425,1315022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,16,Sangat Buruk
6426,1316022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Lainnya,2012,9,Baik
6427,1317022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,15,Sangat Buruk
6428,1318022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,10,Baik
6429,1320022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,17,Sangat Buruk
6430,1321022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,14,Buruk
6431,1324022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,9,Baik
6432,1328022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
6433,1331022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,11,Buruk
6434,1332022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6435,1333022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6436,1334022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6437,1335022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,11,Buruk
6438,1336022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,12,Buruk
6439,1337022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6440,1338022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,14,Buruk
6441,1339022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,11,Buruk
6442,1341022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Jasa Konsultansi,2012,15,Sangat Buruk
6443,1342022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,10,Baik
6444,1344022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,11,Buruk
6445,1345022,Kepulauan Riau,Tanjung Pinang (Kota),APBN,Pengadaan Barang,2012,13,Buruk
